"Subject","Gruppe","Trial","item_type","color","source","recog","ONTest.RT","RKResponse","RKTest.RT","tag","ori_assign","assign","SMTest.RT","testword","Age","Group","SessionDate","SessionStartDateTimeUtc","SessionTime","Sex","studies","Block","Blocklist","Blocklist.Cycle","Blocklist.Sample","Procedure[Block]","Running[Block]","Strategieabfrage.ACC","Strategieabfrage.CRESP","Strategieabfrage.DurationError","Strategieabfrage.OnsetDelay","Strategieabfrage.OnsetTime","Strategieabfrage.OnsetToOnsetTime","Strategieabfrage.RESP","Strategieabfrage.RT","Strategieabfrage.RTTime","fontsize","ListTest.Resp","onleft","onright","ONTest.Resp","pos","position","rkleft","rkright","Running[Trial]","StudyList1","StudyList1.Cycle","StudyList1.Sample","TestList","TestList.Cycle","TestList.Sample","UebungMemCue","used"
2,"EX",62,"distractor","new","nosou","new",1299,"new",227,"N","N","N",425,"Blüte",21,1,2019-07-10,"10.07.2019 07:42:21",1899-12-31 09:42:21,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,22,1333412,0,"j",23281,1356693,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,62,1,62,NA,1
2,"EX",63,"distractor","new","nosou","new",842,"new",227,"N","N","N",425,"Lerche",21,1,2019-07-10,"10.07.2019 07:42:21",1899-12-31 09:42:21,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,22,1333412,0,"j",23281,1356693,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,63,1,63,NA,1
2,"EX",64,"distractor","new","nosou","old",1434,"know",418,"F","Y","B",1433,"Moor",21,1,2019-07-10,"10.07.2019 07:42:21",1899-12-31 09:42:21,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,22,1333412,0,"j",23281,1356693,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,64,1,64,NA,1
2,"EX",65,"R item","yellow","bottom","new",875,"new",418,"N","N","N",1433,"Tinte",21,1,2019-07-10,"10.07.2019 07:42:21",1899-12-31 09:42:21,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,22,1333412,0,"j",23281,1356693,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,65,1,65,NA,1
2,"EX",66,"R item","yellow","bottom","old",1019,"remember",323,"R","Y","B",1454,"Hektar",21,1,2019-07-10,"10.07.2019 07:42:21",1899-12-31 09:42:21,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,22,1333412,0,"j",23281,1356693,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,66,1,66,NA,1
2,"EX",67,"F item","cyan","top","old",1430,"remember",237,"R","C","T",2228,"Pfeife",21,1,2019-07-10,"10.07.2019 07:42:21",1899-12-31 09:42:21,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,22,1333412,0,"j",23281,1356693,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,67,1,67,NA,1
2,"EX",68,"distractor","new","nosou","new",774,"new",237,"N","N","N",2228,"Luft",21,1,2019-07-10,"10.07.2019 07:42:21",1899-12-31 09:42:21,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,22,1333412,0,"j",23281,1356693,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,68,1,68,NA,1
2,"EX",69,"R item","cyan","top","old",1154,"remember",3059,"R","Y","B",3154,"Frosch",21,1,2019-07-10,"10.07.2019 07:42:21",1899-12-31 09:42:21,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,22,1333412,0,"j",23281,1356693,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,69,1,69,NA,1
2,"EX",70,"F item","cyan","top","old",246,"know",316,"F","C","T",352,"Sumpf",21,1,2019-07-10,"10.07.2019 07:42:21",1899-12-31 09:42:21,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,22,1333412,0,"j",23281,1356693,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,70,1,70,NA,1
2,"EX",71,"distractor","new","nosou","new",401,"new",316,"N","N","N",352,"Gelenk",21,1,2019-07-10,"10.07.2019 07:42:21",1899-12-31 09:42:21,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,22,1333412,0,"j",23281,1356693,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,71,1,71,NA,1
2,"EX",72,"distractor","new","nosou","new",812,"new",316,"N","N","N",352,"Staub",21,1,2019-07-10,"10.07.2019 07:42:21",1899-12-31 09:42:21,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,22,1333412,0,"j",23281,1356693,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,72,1,72,NA,1
2,"EX",73,"distractor","new","nosou","new",751,"new",316,"N","N","N",352,"Boden",21,1,2019-07-10,"10.07.2019 07:42:21",1899-12-31 09:42:21,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,22,1333412,0,"j",23281,1356693,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,73,1,73,NA,1
2,"EX",74,"distractor","new","nosou","new",1011,"new",316,"N","N","N",352,"Wiege",21,1,2019-07-10,"10.07.2019 07:42:21",1899-12-31 09:42:21,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,22,1333412,0,"j",23281,1356693,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,74,1,74,NA,1
2,"EX",75,"distractor","new","nosou","old",2261,"know",419,"F","Y","B",627,"Küche",21,1,2019-07-10,"10.07.2019 07:42:21",1899-12-31 09:42:21,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,22,1333412,0,"j",23281,1356693,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,75,1,75,NA,1
2,"EX",76,"R item","yellow","bottom","old",8269,"remember",2380,"R","C","T",6229,"Fischer",21,1,2019-07-10,"10.07.2019 07:42:21",1899-12-31 09:42:21,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,22,1333412,0,"j",23281,1356693,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,76,1,76,NA,1
2,"EX",77,"R item","cyan","top","old",1529,"remember",252,"F","Y","B",3626,"Pianist",21,1,2019-07-10,"10.07.2019 07:42:21",1899-12-31 09:42:21,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,22,1333412,0,"j",23281,1356693,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,77,1,77,NA,1
2,"EX",78,"distractor","new","nosou","old",3028,"know",451,"F","C","T",2834,"Person",21,1,2019-07-10,"10.07.2019 07:42:21",1899-12-31 09:42:21,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,22,1333412,0,"j",23281,1356693,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,78,1,78,NA,1
2,"EX",79,"R item","yellow","bottom","old",996,"remember",220,"R","Y","B",1683,"Räuber",21,1,2019-07-10,"10.07.2019 07:42:21",1899-12-31 09:42:21,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,22,1333412,0,"j",23281,1356693,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,79,1,79,NA,1
2,"EX",80,"R item","cyan","top","old",851,"remember",578,"R","C","T",747,"Mönch",21,1,2019-07-10,"10.07.2019 07:42:21",1899-12-31 09:42:21,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,22,1333412,0,"j",23281,1356693,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,80,1,80,NA,1
2,"EX",81,"F item","cyan","top","new",840,"new",578,"N","N","N",747,"Schleim",21,1,2019-07-10,"10.07.2019 07:42:21",1899-12-31 09:42:21,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,22,1333412,0,"j",23281,1356693,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,81,1,81,NA,1
2,"EX",82,"distractor","new","nosou","new",897,"new",578,"N","N","N",747,"Dozent",21,1,2019-07-10,"10.07.2019 07:42:21",1899-12-31 09:42:21,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,22,1333412,0,"j",23281,1356693,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,82,1,82,NA,1
2,"EX",83,"R item","cyan","top","old",1688,"remember",509,"F","Y","B",3144,"Gold",21,1,2019-07-10,"10.07.2019 07:42:21",1899-12-31 09:42:21,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,22,1333412,0,"j",23281,1356693,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,83,1,83,NA,1
2,"EX",84,"F item","yellow","bottom","new",2750,"new",509,"N","N","N",3144,"Berg",21,1,2019-07-10,"10.07.2019 07:42:21",1899-12-31 09:42:21,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,22,1333412,0,"j",23281,1356693,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,84,1,84,NA,1
2,"EX",85,"distractor","new","nosou","new",900,"new",509,"N","N","N",3144,"Insekt",21,1,2019-07-10,"10.07.2019 07:42:21",1899-12-31 09:42:21,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,22,1333412,0,"j",23281,1356693,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,85,1,85,NA,1
2,"EX",86,"R item","yellow","bottom","new",10618,"new",509,"N","N","N",3144,"Stein",21,1,2019-07-10,"10.07.2019 07:42:21",1899-12-31 09:42:21,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,22,1333412,0,"j",23281,1356693,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,86,1,86,NA,1
2,"EX",87,"R item","cyan","top","old",2471,"remember",756,"R","Y","B",2126,"Raupe",21,1,2019-07-10,"10.07.2019 07:42:21",1899-12-31 09:42:21,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,22,1333412,0,"j",23281,1356693,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,87,1,87,NA,1
2,"EX",88,"F item","cyan","top","old",2052,"know",291,"F","C","T",711,"Kugel",21,1,2019-07-10,"10.07.2019 07:42:21",1899-12-31 09:42:21,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,22,1333412,0,"j",23281,1356693,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,88,1,88,NA,1
2,"EX",89,"R item","cyan","top","old",1045,"remember",660,"R","Y","B",2801,"Toast",21,1,2019-07-10,"10.07.2019 07:42:21",1899-12-31 09:42:21,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,22,1333412,0,"j",23281,1356693,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,89,1,89,NA,1
2,"EX",90,"F item","yellow","bottom","new",2821,"new",660,"N","N","N",2801,"Klippe",21,1,2019-07-10,"10.07.2019 07:42:21",1899-12-31 09:42:21,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,22,1333412,0,"j",23281,1356693,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,90,1,90,NA,1
2,"EX",91,"distractor","new","nosou","new",1367,"new",660,"N","N","N",2801,"Auspuff",21,1,2019-07-10,"10.07.2019 07:42:21",1899-12-31 09:42:21,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,22,1333412,0,"j",23281,1356693,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,91,1,91,NA,1
2,"EX",92,"distractor","new","nosou","new",852,"new",660,"N","N","N",2801,"Bauch",21,1,2019-07-10,"10.07.2019 07:42:21",1899-12-31 09:42:21,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,22,1333412,0,"j",23281,1356693,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,92,1,92,NA,1
2,"EX",93,"F item","yellow","bottom","new",860,"new",660,"N","N","N",2801,"Fahne",21,1,2019-07-10,"10.07.2019 07:42:21",1899-12-31 09:42:21,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,22,1333412,0,"j",23281,1356693,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,93,1,93,NA,1
2,"EX",94,"R item","yellow","bottom","old",1837,"remember",387,"R","C","T",891,"Junge",21,1,2019-07-10,"10.07.2019 07:42:21",1899-12-31 09:42:21,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,22,1333412,0,"j",23281,1356693,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,94,1,94,NA,1
2,"EX",95,"R item","yellow","bottom","old",1499,"know",1687,"R","Y","B",508,"Erde",21,1,2019-07-10,"10.07.2019 07:42:21",1899-12-31 09:42:21,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,22,1333412,0,"j",23281,1356693,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,95,1,95,NA,1
2,"EX",96,"R item","cyan","top","old",1394,"remember",211,"R","C","T",3138,"Leiche",21,1,2019-07-10,"10.07.2019 07:42:21",1899-12-31 09:42:21,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,22,1333412,0,"j",23281,1356693,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,96,1,96,NA,1
2,"EX",97,"distractor","new","nosou","new",3616,"new",211,"N","N","N",3138,"Bankier",21,1,2019-07-10,"10.07.2019 07:42:21",1899-12-31 09:42:21,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,22,1333412,0,"j",23281,1356693,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,97,1,97,NA,1
2,"EX",98,"R item","yellow","bottom","old",6211,"remember",549,"R","Y","B",407,"Lager",21,1,2019-07-10,"10.07.2019 07:42:21",1899-12-31 09:42:21,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,22,1333412,0,"j",23281,1356693,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,98,1,98,NA,1
2,"EX",99,"F item","yellow","bottom","old",1872,"know",453,"F","Y","B",435,"Nagel",21,1,2019-07-10,"10.07.2019 07:42:21",1899-12-31 09:42:21,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,22,1333412,0,"j",23281,1356693,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,99,1,99,NA,1
2,"EX",100,"F item","yellow","bottom","old",1245,"remember",883,"F","C","T",2672,"Gemüse",21,1,2019-07-10,"10.07.2019 07:42:21",1899-12-31 09:42:21,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,22,1333412,0,"j",23281,1356693,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,100,1,100,NA,1
2,"EX",101,"F item","cyan","top","old",1041,"know",455,"F","C","T",469,"Blut",21,1,2019-07-10,"10.07.2019 07:42:21",1899-12-31 09:42:21,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,22,1333412,0,"j",23281,1356693,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,101,1,101,NA,1
2,"EX",102,"R item","yellow","bottom","old",1565,"remember",535,"F","Y","B",2682,"Stern",21,1,2019-07-10,"10.07.2019 07:42:21",1899-12-31 09:42:21,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,22,1333412,0,"j",23281,1356693,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,102,1,102,NA,1
2,"EX",103,"R item","yellow","bottom","old",1290,"remember",503,"R","C","T",2211,"Keller",21,1,2019-07-10,"10.07.2019 07:42:21",1899-12-31 09:42:21,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,22,1333412,0,"j",23281,1356693,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,103,1,103,NA,1
2,"EX",104,"R item","cyan","top","new",4662,"new",503,"N","N","N",2211,"Auto",21,1,2019-07-10,"10.07.2019 07:42:21",1899-12-31 09:42:21,"männlich","Anderes",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,22,1333412,0,"j",23281,1356693,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,104,1,104,NA,1
3,"IN",1,"F item","cyan","top","old",3830,"know",8222,"F","Y","B",9622,"Stirn",25,1,2019-07-10,"10.07.2019 07:58:09",1899-12-31 09:58:09,"weiblich","Psychologie",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,32,1265753,0,"j",10024,1275777,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,1,1,1,NA,1
3,"IN",2,"F item","cyan","top","old",2210,"remember",1618,"F","C","T",4226,"Halle",25,1,2019-07-10,"10.07.2019 07:58:09",1899-12-31 09:58:09,"weiblich","Psychologie",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,32,1265753,0,"j",10024,1275777,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,2,1,2,NA,1
3,"IN",3,"F item","cyan","top","old",1517,"remember",833,"F","Y","B",1216,"Keller",25,1,2019-07-10,"10.07.2019 07:58:09",1899-12-31 09:58:09,"weiblich","Psychologie",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,32,1265753,0,"j",10024,1275777,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,3,1,3,NA,1
3,"IN",4,"F item","cyan","top","old",1330,"remember",477,"F","C","T",594,"Nagel",25,1,2019-07-10,"10.07.2019 07:58:09",1899-12-31 09:58:09,"weiblich","Psychologie",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,32,1265753,0,"j",10024,1275777,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,4,1,4,NA,1
3,"IN",5,"distractor","new","nosou","new",1485,"new",477,"N","N","N",594,"Reptil",25,1,2019-07-10,"10.07.2019 07:58:09",1899-12-31 09:58:09,"weiblich","Psychologie",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,32,1265753,0,"j",10024,1275777,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,5,1,5,NA,1
3,"IN",6,"F item","cyan","top","old",3821,"know",1157,"F","Y","B",1615,"Dampf",25,1,2019-07-10,"10.07.2019 07:58:09",1899-12-31 09:58:09,"weiblich","Psychologie",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,32,1265753,0,"j",10024,1275777,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,6,1,6,NA,1
3,"IN",7,"F item","cyan","top","old",1250,"remember",544,"F","C","T",1858,"Junge",25,1,2019-07-10,"10.07.2019 07:58:09",1899-12-31 09:58:09,"weiblich","Psychologie",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,32,1265753,0,"j",10024,1275777,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,7,1,7,NA,1
3,"IN",8,"R item","cyan","top","old",1091,"remember",1264,"R","Y","B",1468,"Insekt",25,1,2019-07-10,"10.07.2019 07:58:09",1899-12-31 09:58:09,"weiblich","Psychologie",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,32,1265753,0,"j",10024,1275777,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,8,1,8,NA,1
3,"IN",9,"distractor","new","nosou","new",1340,"new",1264,"N","N","N",1468,"Papier",25,1,2019-07-10,"10.07.2019 07:58:09",1899-12-31 09:58:09,"weiblich","Psychologie",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,32,1265753,0,"j",10024,1275777,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,9,1,9,NA,1
3,"IN",10,"F item","yellow","bottom","old",1362,"remember",444,"F","C","T",906,"Grab",25,1,2019-07-10,"10.07.2019 07:58:09",1899-12-31 09:58:09,"weiblich","Psychologie",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,32,1265753,0,"j",10024,1275777,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,10,1,10,NA,1
3,"IN",11,"R item","yellow","bottom","old",1104,"remember",1292,"R","Y","B",905,"Blüte",25,1,2019-07-10,"10.07.2019 07:58:09",1899-12-31 09:58:09,"weiblich","Psychologie",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,32,1265753,0,"j",10024,1275777,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,11,1,11,NA,1
3,"IN",12,"R item","yellow","bottom","old",1775,"remember",584,"R","Y","B",1025,"Gabel",25,1,2019-07-10,"10.07.2019 07:58:09",1899-12-31 09:58:09,"weiblich","Psychologie",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,32,1265753,0,"j",10024,1275777,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,12,1,12,NA,1
3,"IN",13,"distractor","new","nosou","new",1251,"new",584,"N","N","N",1025,"Impfung",25,1,2019-07-10,"10.07.2019 07:58:09",1899-12-31 09:58:09,"weiblich","Psychologie",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,32,1265753,0,"j",10024,1275777,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,13,1,13,NA,1
3,"IN",14,"F item","yellow","bottom","old",1180,"remember",1973,"F","C","T",1143,"Garten",25,1,2019-07-10,"10.07.2019 07:58:09",1899-12-31 09:58:09,"weiblich","Psychologie",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,32,1265753,0,"j",10024,1275777,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,14,1,14,NA,1
3,"IN",15,"R item","cyan","top","old",4396,"remember",413,"R","C","T",661,"Buch",25,1,2019-07-10,"10.07.2019 07:58:09",1899-12-31 09:58:09,"weiblich","Psychologie",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,32,1265753,0,"j",10024,1275777,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,15,1,15,NA,1
3,"IN",16,"R item","cyan","top","old",1333,"remember",417,"R","Y","B",304,"Wiese",25,1,2019-07-10,"10.07.2019 07:58:09",1899-12-31 09:58:09,"weiblich","Psychologie",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,32,1265753,0,"j",10024,1275777,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,16,1,16,NA,1
3,"IN",17,"distractor","new","nosou","new",4157,"new",417,"N","N","N",304,"Gras",25,1,2019-07-10,"10.07.2019 07:58:09",1899-12-31 09:58:09,"weiblich","Psychologie",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,32,1265753,0,"j",10024,1275777,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,17,1,17,NA,1
3,"IN",18,"R item","yellow","bottom","old",1211,"remember",227,"R","Y","B",961,"Seil",25,1,2019-07-10,"10.07.2019 07:58:09",1899-12-31 09:58:09,"weiblich","Psychologie",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,32,1265753,0,"j",10024,1275777,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,18,1,18,NA,1
3,"IN",19,"distractor","new","nosou","new",1166,"new",227,"N","N","N",961,"Fenster",25,1,2019-07-10,"10.07.2019 07:58:09",1899-12-31 09:58:09,"weiblich","Psychologie",4,4,1,4,"testphaseIn","Blocklist",0,NA,-999999,32,1265753,0,"j",10024,1275777,NA,NA,"Alt","Neu",NA,NA,NA,"lebhafte Erinnerung","Gefühl der Vertrautheit","TestList",NA,NA,NA,19,1,19,NA,1
